OTM0OTI2OTY5MDE0NjYwOTA4NQ==,6b12b1dc14d,exeggcute,-33.8946743184,151.205645313,2016-07-23 13:20:17.364000,2016-07-23 23:11:29.804000
MTAzNTU0NDQxMjA0MDc5Njc2Mjk=,6b12b1dc113,dratini,-33.8942284183,151.205463183,2016-07-23 13:25:51.500000,2016-07-23 23:11:29.804000
MTI1MTA4MTQwODU5MTEwMDc3MDk=,6b12b1dc6a5,doduo,-33.8949372241,151.205736378,2016-07-23 13:23:29.300000,2016-07-23 23:11:29.804000
MTE2MzU3NzY5NjM0NTk2ODgxODk=,6b12b1dc133,exeggcute,-33.8946048112,151.205372118,2016-07-23 13:14:19.436000,2016-07-23 23:11:29.804000
MTY3ODE1NDI2NDY2NzIyNjMzODk=,6b12b1de5dd,rattata,-33.8925700254,151.207739823,2016-07-23 13:16:01.236000,2016-07-23 23:11:31.397000
NTA2NzE1NjMwNTkxNjkxMDI4NQ==,6b12b1de9cf,poliwag,-33.8934444001,151.2064649,2016-07-23 13:23:09.020000,2016-07-23 23:11:31.397000
Nzk2MzQ0ODc0MjM1ODY5MDYwNQ==,6b12b1dcfc1,rattata,-33.8966999976,151.207011295,2016-07-18 21:53:35.231000,2016-07-23 23:11:34.352000
NTA2ODU1ODkzODY2MTU2MzY0NQ==,6b12b1dc611,poliwag,-33.8957930842,151.205645313,2016-07-23 13:20:58.084000,2016-07-23 23:11:36.062000
OTQ2NDQyMzQ2ODM3OTU4MDAyOQ==,6b12b1dc871,bulbasaur,-33.8959273715,151.204916794,2016-07-18 21:53:35.231000,2016-07-23 23:11:36.062000
MTczMzU5NDQyNDA1NjE2OTA2Njk=,6b12b1dc6e1,dratini,-33.8949580328,151.205189988,2016-07-23 13:14:24.676000,2016-07-23 23:11:37.560000
MTE2MzU3NzY5NjM0NTk2ODgxODk=,6b12b1dc133,exeggcute,-33.8946048112,151.205372118,2016-07-23 13:14:19.436000,2016-07-23 23:11:37.560000
ODE1NjQ3NTIyMTMxOTYyOTQzNw==,6b12b1deadd,doduo,-33.8926845447,151.204734665,2016-07-23 13:17:56.084000,2016-07-23 23:11:39.061000
MTY3ODE1NDI2NDY2NzIyNjMzODk=,6b12b1de5dd,rattata,-33.8925700254,151.207739823,2016-07-23 13:16:01.236000,2016-07-23 23:11:42.021000
MTc4NjY3OTE2ODU4ODY2MTc2Mjk=,6b12b1de4ab,krabby,-33.8917060321,151.208741555,2016-07-23 13:15:10.316000,2016-07-23 23:11:42.021000
MTgwMTg1NjYwMDA5MTcwMzMyOTM=,6b12b1de08b,doduo,-33.89412899,151.209470092,2016-07-18 21:53:35.231000,2016-07-23 23:11:44.994000
ODg3MzI1NzY0MzA1NDIxMDUwOQ==,6b12b1e0aaf,doduo,-33.8945204733,151.210380767,2016-07-23 13:20:08.476000,2016-07-23 23:11:44.994000
MTMwMzE3MzkzMzEwMzM5MjA5MjU=,6b12b1dda05,doduo,-33.8966375485,151.208650488,2016-07-23 13:19:25.556000,2016-07-23 23:11:46.479000
OTE2MzUwMzYyOTAwMjUyMDQ0NQ==,6b12b1dd911,caterpie,-33.8960805031,151.209287957,2016-07-23 13:24:00.356000,2016-07-23 23:11:46.479000
MTMwMzE3MzkzMzEwMzM5MjA5MjU=,6b12b1dda05,doduo,-33.8966375485,151.208650488,2016-07-23 13:19:25.556000,2016-07-23 23:11:47.992000
Nzk2MzQ0ODc0MjM1ODY5MDYwNQ==,6b12b1dcfc1,rattata,-33.8966999976,151.207011295,2016-07-18 21:53:35.231000,2016-07-23 23:11:49.479000
NzM2Mzk5ODc4MTkwOTc0NjA3Nw==,6b12b1dbd97,tangela,-33.8929044227,151.202458067,2016-07-23 13:15:10.524000,2016-07-23 23:11:55.382000
MTc4MDgwNDIxMDA2MDg1OTQwOTM=,6b12b1dbe3b,venonat,-33.8930793869,151.203459766,2016-07-23 13:26:19.212000,2016-07-23 23:11:55.382000
OTczMjU1NjYyNjM1OTk1NzEwMQ==,6b12b1dbe05,doduo,-33.8929067931,151.203095511,2016-07-23 13:12:51.956000,2016-07-23 23:11:55.382000
MTE1MTU0ODg2MDQ1NDA4MTczMDk=,6b12b1d95e1,squirtle,-33.8924840595,151.203004448,2016-07-23 13:14:15.012000,2016-07-23 23:11:55.382000
MTMwNTUwMDc1Mzk4MDA0OTQ1NzM=,6b12b1d9441,doduo,-33.8919374353,151.203368702,2016-07-23 13:23:35.556000,2016-07-23 23:11:56.997000
NTAzODU5ODY4ODUwMTIzODczMw==,6b12b1d9455,doduo,-33.8922466849,151.203641894,2016-07-23 13:14:35.316000,2016-07-23 23:11:56.997000
